Number	Movie_Title	Director1	Director2	Director3	Production_Company	Importer	Distributor1	Distributor2	Release_Date	Movie_Category	Movie_Type	Nationality	National_Screen_Number	National_Revenue	National_Spectator_Number	Seoul_Revenue	Seoul_Spectator_Number	Movie_Rate	Running_Time	Genre1	Genre2	Actor1	Actor2	Actor3
656 	명탐정 코난 : 침묵의 15분	시즈노 코분					(주)미디어데이		2011-08-03	일반영화	장편	일본	275	4209588000	644216	853386500	124473	전체관람가	109	애니메이션		타카야마 미나미	야마지키 와카나	
657 	페임	케빈 탄차로엔			레이크쇼어 엔터테인먼트	(주)누리픽쳐스	롯데쇼핑㈜롯데엔터테인먼트		2009-09-24	일반영화	장편	미국	328	4727133460	644163	2008257500	261798	12세이상관람가	106	코미디	뮤지컬	케이 파나베이커	애셔 북	윌터 페레즈
658 	머니볼	베넷 밀러				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2011-11-17	일반영화	장편	미국	385	4677562000	641099	2129201500	277225	12세이상관람가	132	드라마		조나 힐	브래드 피트	
659 	사랑할 때 버려야 할 아까운 것들	낸시 마이어스				워너브러더스 코리아(주)	워너브러더스 코리아(주)		2004-02-13	일반영화	장편	미국	20	908155000	640830	559025000	411765	15세관람가	128	코미디		잭 니콜슨	다이앤 키튼	키아누 리브스
660 	백만장자의 첫사랑	김태균			(주)에스씨에스엔터테인먼트		롯데쇼핑㈜롯데엔터테인먼트		2006-02-09	일반영화	장편	한국	208	3375971500	639596	930293000	150105	12세관람가	116	멜로/로맨스	코미디	현빈	이연희	
661 	호튼	지미 헤이워드	스티브 마티노			이십세기폭스코리아(주)	이십세기폭스코리아(주)		2008-04-30	일반영화	장편	미국	336	3802813334	638598	1098249334	176858	전체관람가	86	애니메이션	가족	짐 캐리	스티브 카렐	
662 	스노우 화이트 앤 더 헌츠맨	루퍼트 샌더스				유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)		2012-05-30	일반영화	장편	미국	447	4646250000	636631	1477032000	191591	12세이상관람가	127	액션	어드벤처	샤를리즈 테론	크리스틴 스튜어트	크리스 헴스워스
663 	마고리엄의 장난감 백화점	자크 헬름				㈜스튜디오이쩜영	㈜스튜디오이쩜영		2007-12-24	일반영화	장편	미국	235	3847002000	635341	3847002000	171620	전체관람가	93	가족	코미디	나탈리 포트만	더스티 호프만	
664 	플랜맨	성시흡			주식회사 영화사일취월장		롯데쇼핑㈜롯데엔터테인먼트		2014-01-09	일반영화	장편	한국	458	4528590558	632303	1107270058	147025	15세이상관람가	121	드라마		정재영	한지민	
665 	판타스틱 4: 실버 서퍼의 위협	팀 스토리			이십세기폭스필름코퍼레이션,마블 엔터프라이즈	이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션		2007-08-08	일반영화	장편	미국	307	3682710500	631990	1065486000	161682	12세이상관람가	93	SF	액션	제시카 알바	이안 그루퍼드	
666 	핸드폰	김한민			(주)씨네토리,㈜한컴		에스케이텔레콤(주)		2009-02-19	일반영화	장편	한국	356	4271780582	630049	1207936000	169335	청소년관람불가	137	스릴러		엄태웅	박용우	박솔미
667 	스승의 은혜	임대웅			㈜화인웍스,(주)오죤필름		쇼이스트(주)		2006-08-03	일반영화	장편	한국	156	3474239000	629452	1139901000	169582	18세관람가	93	공포		서영희	오미희	여현수
668 	다찌마와리	류승완			(주)외유내강,쇼박스㈜미디어플렉스		쇼박스㈜미디어플렉스		2008-08-14	일반영화	장편	한국	299	4131701167	628508	1599187667	233232	12세이상관람가	99	액션	코미디	임원희	공효진	박시연
669 	명탐정 코난: 천공의 난파선	야마모토 야스이치로			도쿄 무비 신사	(주)온미디어	에이원엔터테인먼트		2010-07-21	일반영화	장편	일본	234	4065925171	628423	805351500	118938	전체관람가	100	애니메이션	가족	타카야마 미나미	야마지키 와카나	
670 	앨빈과 슈퍼밴드2	베티 토머스				이십세기폭스코리아(주)	이십세기폭스코리아(주)		2009-12-30	일반영화	장편	미국	237	4171956017	625900	1132116000	161535	전체관람가	88	가족	코미디	저스틴 롱	매튜 그레이 거블러	제이슨 리
671 	더 임파서블	후안 안토니오 바요나				롯데쇼핑㈜롯데엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트		2013-01-17	일반영화	장편	스페인	408	4444581500	622572	1193576000	161126	12세이상관람가	113	액션	드라마	이완 맥그리거	나오미 왓츠	
672 	해부학 교실	손태웅			영화사청어람(주),(주)에그필름		영화사청어람(주)		2007-07-11	일반영화	장편	한국	232	3627352500	622400	905173500	142942	15세이상관람가	110	공포	스릴러	한지민	오태경	온주완
673 	아더 크리스마스	배리 쿡				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2011-11-25	일반영화	장편	미국	356	4779642000	622286	1276658000	153783	전체관람가	97	애니메이션	가족	빌 나이히	휴 로리	짐 브로드벤트
674 	본 슈프리머시	폴 그린그래스			유니버셜 픽쳐스	UIP코리아	UIP코리아		2004-08-20	일반영화	장편	미국	90	2439904500	620000	1193644500	258558	15세관람가	110	액션		맷 데이먼	칼 어번	프란카 포텐데
675 	인 타임	앤드류 니콜				이십세기폭스코리아(주)	이십세기폭스코리아(주)		2011-10-27	일반영화	장편	미국	304	4579554500	616943	1724354000	220645	12세이상관람가	109	SF	액션	아만다 사이프리드	저스틴 팀버레이크	킬리언 머피
676 	홍길동의 후예	정용기			시오필름(주),어나더픽쳐스(주)		에스케이텔레콤(주)		2009-11-26	일반영화	장편	한국	380	4293061087	616654	1152829000	159661	12세이상관람가	117	액션	코미디	이범수	이시영	김수로
677 	행복을 찾아서	가브리엘 무치노			콜럼비아 픽쳐스 필름 프로덕션	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2007-02-28	일반영화	장편	미국	155	3645625500	615374	1746208500	268640	전체관람가	117	드라마	가족	윌 스미스	탠디 뉴튼	
678 	앨빈과 슈퍼밴드	팀 힐				이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션		2007-12-19	일반영화	장편	미국	215	3700264000	612936	1055254000	169784	전체관람가	91	애니메이션	가족	저스틴 롱	제시 맥카트니	제이슨 리
679 	미쓰GO	박철관			영화사 도로시(주)		(주)넥스트엔터테인먼트월드(NEW)		2012-06-21	일반영화	장편	한국	440	4441859000	611685	1194708500	155409	15세이상관람가	115	액션	코미디	고현정	유해진	성동일
680 	무영검	김영준			(주)태원엔터테인먼트		씨제이엔터테인먼트(주)		2005-11-18	일반영화	장편	한국	264	3306114500	609852	1037944500	157908	12세관람가	104	액션		신현준	이서진	윤소이
681 	그린 존	폴 그린그래스			유니버셜 픽쳐스	㈜월드시네마	싸이더스 픽쳐스		2010-03-25	일반영화	장편	미국	280	4534073117	606841	1764722500	224900	15세이상관람가	114	드라마	전쟁	맷 데이먼	제이슨 아이삭스	
682 	헝거게임: 판엠의 불꽃	게리 로스			라이온스 게이트 필름즈	(주)누리픽쳐스	롯데쇼핑㈜롯데엔터테인먼트		2012-04-05	일반영화	장편	미국	514	4470681000	606531	1781865500	231022	15세이상관람가	142	액션	SF	제니퍼 로렌스	조쉬 허처슨	리암 헴스워스
683 	왓치맨	잭 스나이더			파라마운트 픽쳐스,워너 브러더스 픽쳐스	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)		2009-03-05	일반영화	장편	미국	358	4175166338	606317	1635321000	223291	청소년관람불가	161	액션	SF	제프리 딘 모건	빌리 크루덥	재키 얼 헤일리
684 	이층의 악당	손재곤			(유)이층의 악당 문화산업전문회사		싸이더스 픽쳐스		2010-11-24	일반영화	장편	한국	384	4332815318	605224	1469062000	193993	15세이상관람가	115	코미디	미스터리	한석규	김혜수	지우
685 	피에타	김기덕			(주)김기덕 필름		(주)넥스트엔터테인먼트월드(NEW)		2012-09-06	다양성(예술)영화	장편	한국	291	4354008500	602967	1733182500	231026	청소년관람불가	104	드라마		조민수	이정진	
686 	역전의 명수	박흥식			(주)태원엔터테인먼트,(주)시네마서비스		(주)시네마서비스		2005-04-15	일반영화	장편	한국	178	3222783000	602078	1049912500	161379	15세관람가	122	코미디		정준호	윤소이	
687 	그루지	시미즈 다카시			고스트하우스픽처스	(주)아이비젼 엔터테인먼트	(주)튜브엔터테인먼트		2005-05-26	일반영화	장편	일본	124	3412668000	601342	982088000	159076	15세관람가	92	공포		사라 미셀 겔러	베어 제이슨	
688 	페이첵	오우삼				파라마운트	씨제이엔터테인먼트(주)		2004-01-22	일반영화	장편	미국	17	840196500	600067	207189500	232964	15세관람가	119	액션		벤 애플렉	우마 서먼	아론 에크하트
689 	다이노소어 어드벤처 3D	베리 쿡	닐 나이팅게일			이십세기폭스코리아(주)	이십세기폭스코리아(주)		2013-12-19	일반영화	장편	미국	464	4860850500	600018	1098977000	128585	전체관람가	87	액션	가족	배한성	이광수	
690 	반가운 살인자	김동욱			(주)영화사소풍		롯데쇼핑㈜롯데엔터테인먼트		2010-04-08	일반영화	장편	한국	261	4347073175	599176	1236642000	163606	15세이상관람가	107	코미디	스릴러	유오성	김동욱	심은경
691 	우는 남자	이정범			다이스필름(주)		씨제이이앤엠(주)		2014-06-04	일반영화	장편	한국	508	4881627800	598734	1416378800	167680	청소년관람불가	116	액션	드라마	장동건	김민희	
692 	콜롬비아나	올리베에 메가턴				데이지엔터테인먼트	(주)시너지하우스 (시너지)	롯데쇼핑㈜롯데엔터테인먼트	2011-08-31	일반영화	장편	미국	397	4514940000	598373	1515451500	192192	15세이상관람가	105	액션		조 샐다나	칼럼 블루	
693 	일루셔니스트	닐 버거				㈜코리아스크린	롯데쇼핑㈜롯데엔터테인먼트		2007-03-08	일반영화	장편	미국	226	3453406800	597174	1268731000	190529	15세이상관람가	110	드라마	멜로/로맨스	에드워드 노튼	제시카 비엘	
694 	타잔 3D	라인하드 클루스				우성엔터테인먼트	싸이더스 픽쳐스		2014-01-09	일반영화	장편	독일	527	4452845000	597142	974501500	124008	전체관람가	94	애니메이션	어드벤처	켈란 러츠	스펜서 로크	
695 	데스노트 : 라스트 네임	카네코 슈스케				거원시네마(주)	롯데쇼핑㈜롯데엔터테인먼트		2007-01-10	일반영화	장편	일본	218	3170579500	596484	927126000	150881	12세이상관람가	139	범죄	스릴러	후지와라 다쓰야	마츠야마 켄이치	
696 	용의주도 미스신	박용집			(주)로드픽쳐스,싸이더스 픽쳐스		싸이더스 픽쳐스		2007-12-18	일반영화	장편	한국	225	3743082000	595872	95329500	157330	15세이상관람가	108	멜로/로맨스	코미디	한예슬	이종혁	권오중
697 	레터스 투 줄리엣	게리 위닉			서미트 엔터티인먼트	(주)유니코리아문예투자	(주)넥스트엔터테인먼트월드(NEW)		2010-10-06	일반영화	장편	미국	284	4343347481	593630	1949740500	254400	12세이상관람가	105	멜로/로맨스	코미디	아만다 사이프리드	크리스토퍼 에건	가엘 가르시아 베르날
698 	애정결핍이 두 남자에게 미치는 영향	김성훈			투모로우엔터테인먼트,아이러브시네마		롯데쇼핑㈜롯데엔터테인먼트		2006-11-16	일반영화	장편	한국	247	2928135400	593277	876351500	158515	15세이상관람가	110	코미디		백윤식	이혜영	봉태규
699 	맨 온 렛지	애스게르 레스				(유)조이앤컨텐츠그룹	롯데쇼핑㈜롯데엔터테인먼트		2012-02-22	일반영화	장편	미국	408	4393531500	591841	1529425000	196445	15세이상관람가	102	범죄	스릴러	샘 워싱턴	엘리자베스 뱅크스	
700 	황제를 위하여	박상준			오퍼스픽쳐스		유나이티드픽처스(주)		2014-06-11	일반영화	장편	한국	423	4746014771	591176	970871571	115829	청소년관람불가	104	액션	범죄	이민기	박성웅	이태임
701 	뜨거운 것이 좋아	권칠인			(주)시네마서비스		(주)시네마서비스		2008-01-17	일반영화	장편	한국	256	3790235833	590409	1344619833	202830	15세이상관람가	114	드라마		이미숙	김민희	안소희
702 	더 울프 오브 월스트리트	마틴 스콜세지				주식회사 더쿱	주식회사 우리네트웍스		2014-01-09	일반영화	장편	미국	395	4490682000	585082	2130174000	271592	청소년관람불가	179	범죄	드라마	레오나르도 디카프리오	매튜 매커너히	조나 힐
703 	해피 피트	조지 밀러	주디 모리스		빌리지 로드쇼 픽쳐스	워너브러더스 코리아(주)	워너브러더스 코리아(주)		2006-12-21	일반영화	장편	미국	207	3464203000	584900	1395049000	252605	전체관람가	108	애니메이션	코미디	로빈 윌리엄스		
704 	바디 오브 라이즈	리들리 스콧				워너브러더스 코리아(주)	워너브러더스 코리아(주)		2008-10-23	일반영화	장편	미국	232	3811488333	584861	1458966333	211331	15세이상관람가	128	스릴러	액션	레오나르도 디카프리오	러셀 크로우	마크 스트롱
705 	치킨리틀	마크 딘달			월트 디즈니 픽쳐스	브에나비스타인터내셔널코리아	브에나비스타인터내셔널코리아		2006-01-26	일반영화	장편	미국	183	2979885000	584706	970323000	163151	전체관람가	80	애니메이션	코미디	잭 브라프		
706 	디스터비아	D.J. 카루소			드림웍스 SKG,파라마운트 픽쳐스	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)		2007-08-30	일반영화	장편	미국	167	3790837500	583993	1367062000	203422	12세이상관람가	104	스릴러		샤이아 라보프	사라 로머	
707 	퀴즈왕	장진			소란플레이먼트(주)		(주)시네마서비스		2010-09-16	일반영화	장편	한국	323	4258992759	583183	1249453000	164631	15세이상관람가	121	코미디		김수로	한재석	송영창
708 	마법사의 제자	존 터틀타웁				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2010-07-21	일반영화	장편	미국	298	4132049517	582698	1213116000	163071	전체관람가	107	판타지	액션	니콜라스 케이지	제이 바루첼	모니카 벨루치
709 	다크 섀도우	팀 버튼				워너브러더스 코리아(주)	워너브러더스 코리아(주)		2012-05-10	일반영화	장편	미국	394	4326459000	582126	1488456500	189955	15세이상관람가	112	공포	스릴러	조니 뎁	미쉘 파이퍼	에바 그린
