Number	Movie_Title	Director1	Production_Company	Importer	Distributor1	Release_Date	Movie_Category	Movie_Type	Nationality	National_Screen_Number	National_Revenue	National_Spectator_Number	Seoul_Revenue	Seoul_Spectator_Number
595	볼트	바이론 하워드		한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2008-12-31	일반영화	장편	미국	299	4993959268	757337	2561818514	373046
596	그림형제 : 마르바덴 숲의 전설	테리 길리엄	디멘션 필름즈,메트로-골드윈-마이어	쇼이스트(주)	쇼이스트(주)	2005-11-17	일반영화	장편	미국	183	4587244000	744045	1739266500	274461
597	주유소 습격사건 2	김상진	㈜감독의집,(주)시네마서비스		(주)시네마서비스	2010-01-21	일반영화	장편	한국	322	5466499511	742475	1378973500	176464
598	디파티드	마틴 스콜세지		워너브러더스 코리아(주)	워너브러더스 코리아(주)	2006-11-23	일반영화	장편	미국	210	3416653400	742276	1506787500	265304
599	싸이보그지만 괜찮아	박찬욱	(주)모호필름		씨제이엔터테인먼트(주)	2006-12-07	일반영화	장편	한국	289	3983788800	739481	1568423000	245379
600	시간 여행자의 아내	로버트 슈벤트케	뉴라인 시네마	(주)유니코리아문예투자	(주)넥스트엔터테인먼트월드(NEW)	2009-10-28	일반영화	장편	미국	300	5485456860	738963	2328463000	299300
601	김씨표류기	이해준	반짝반짝영화사(주)		(주)시네마서비스	2009-05-14	일반영화	장편	한국	288	4796220849	733931	1674506000	244182
602	더 파이브	정연식	(주)시네마서비스		씨제이이앤엠(주)	2013-11-14	일반영화	장편	한국	501	5343797000	731212	1474402500	192286
603	Mr.로빈 꼬시기	김상우	싸이더스 픽쳐스		롯데쇼핑㈜롯데엔터테인먼트	2006-12-07	일반영화	장편	한국	301	3990360200	730443	1408328000	218194
604	순정만화	류장하	㈜렛츠필름		씨제이엔터테인먼트(주)	2008-11-27	일반영화	장편	한국	386	4674779333	730343	1698524333	250747
605	비스티 보이즈	윤종빈	(주)와이어투와이어필름		롯데쇼핑㈜롯데엔터테인먼트	2008-04-30	다양성(예술)영화	장편	한국	278	4785372500	727409	1874552500	273065
606	푸시	폴 맥기건	서미트 엔터티인먼트	와이즈앤와이드엔터테인먼트(주)	롯데쇼핑㈜롯데엔터테인먼트	2009-03-19	일반영화	장편	미국	258	4817364578	726998	1553269500	222735
607	슬픔보다 더 슬픈 이야기	원태연	(주)코어콘텐츠미디어		쇼박스㈜미디어플렉스	2009-03-11	일반영화	장편	한국	353	4774850499	724107	1319444000	189190
608	드림걸즈	빌 콘돈	드림웍스 SKG,파라마운트 픽쳐스	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2007-02-22	일반영화	장편	미국	132	4504550100	722923	2361560800	346622
609	80일간의 세계 일주	프랑코 코라시	쇼박스㈜미디어플렉스	월트 디즈니 픽쳐스	쇼박스㈜미디어플렉스	2004-09-17	일반영화	장편	미국	104	3018488000	721858	999555000	175250
610	꽃피는 봄이 오면	류장하	(주)씨즈엔터테인먼트		영화사청어람(주)	2004-09-23	일반영화	장편	한국	117	3201626000	717618	1215633500	232771
611	에비에이터	마틴 스콜세지	미라맥스 필름즈,포워드패스,워너 브러더스 픽쳐스	코리아픽쳐스(주)	코리아픽쳐스(주)	2005-02-18	일반영화	장편	독일	139	3953937000	715763	1808880000	292612
612	안녕, 헤이즐	조쉬 분		이십세기폭스코리아(주)	이십세기폭스코리아(주)	2014-08-13	일반영화	장편	미국	323	5570121400	714964	1825975700	225358
613	풍산개	전재홍	(주)김기덕 필름		(주)넥스트엔터테인먼트월드(NEW)	2011-06-23	일반영화	장편	한국	286	5395019500	714102	1709358000	217988
614	인투 더 스톰	스티븐 쿼일		워너브러더스 코리아(주)	워너브러더스 코리아(주)	2014-08-28	일반영화	장편	미국	585	5572350553	713137	1423745853	173935
615	고질라	가렛 에드워즈		워너브러더스 코리아(주)	워너브러더스 코리아(주)	2014-05-15	일반영화	장편	미국	610	5972847963	709734	1655498463	180321
616	가을로	김대승	㈜영화세상		롯데쇼핑㈜롯데엔터테인먼트	2006-10-26	일반영화	장편	한국	255	3653445400	707820	1298163000	217517
617	마음이2	이정철	북경금전영업유한공사,(주)씨엘엔터테인먼트,㈜화인웍스		롯데쇼핑㈜롯데엔터테인먼트	2010-07-21	다양성(예술)영화	장편	한국	261	4705692210	707748	988226500	143504
618	라스베가스에서만 생길 수 있는 일	톰 바우건		이십세기폭스코리아(주)	이십세기폭스코리아(주)	2008-05-29	일반영화	장편	미국	273	4604235334	704834	1859935834	273802
619	스위니 토드 : 어느 잔혹한 이발사 이야기	팀 버튼		워너브러더스 코리아(주)	워너브러더스 코리아(주)	2008-01-17	일반영화	장편	미국	246	4761820000	704058	2320324000	331508
620	천일의 스캔들	저스틴 채드윅		유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)	2008-03-20	일반영화	장편	미국	131	4599546001	700095	2149808001	314614
621	내 깡패 같은 애인	김광식	(주)제이케이필름		롯데쇼핑㈜롯데엔터테인먼트	2010-05-20	다양성(예술)영화	장편	한국	248	5109441315	699973	1408953500	182817
622	6월의 일기	임경수	(주)필름앤픽쳐스 		쇼박스㈜미디어플렉스	2005-12-01	일반영화	장편	한국	169	3645962000	697980	1124244000	175472
623	트랜센던스	월리 피스터		(유)조이앤컨텐츠그룹	롯데쇼핑㈜롯데엔터테인먼트	2014-05-14	일반영화	장편	미국	417	5478201500	696412	2099194700	256854
624	피터 팬	P.J. 호건		한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2004-01-16	일반영화	장편	미국	15	850564000	694782	144095000	190571
625	님스 아일랜드	마크 레빈		(주)유니코리아문예투자	롯데쇼핑㈜롯데엔터테인먼트	2008-07-17	일반영화	장편	미국	266	4273735000	694728	1207202500	186728
626	통증	곽경택	(주)트로피엔터테인먼트,(주)영화사축제		롯데쇼핑㈜롯데엔터테인먼트	2011-09-07	일반영화	장편	한국	317	5207167000	693101	1461450500	184530
627	여교수의 은밀한 매력	이하	엔젤언더그라운드(주),(주)엠케이픽처스 		(주)엠케이픽처스 	2006-03-16	일반영화	장편	한국	203	3926917300	691735	1598374800	222785
628	분노의 질주: 더 오리지널	저스틴 린		유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)	2009-04-02	일반영화	장편	미국	289	4598492639	685746	1439667000	202705
629	스텝 업 3D	존 추	오프스프링	(주)나이너스엔터테인먼트	(주)화앤담이엔티	2010-08-05	일반영화	장편	미국	253	7462604919	682712	2419206500	214074
630	스파이더위크가의 비밀	마크 S. 워터스		씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2008-02-14	일반영화	장편	미국	172	4151259500	682525	1289418500	202462
631	천하장사 마돈나	이해영,이해준	싸이더스 픽쳐스		씨제이엔터테인먼트(주)	2006-08-31	일반영화	장편	한국	172	3552276700	678930	1479472400	248096
632	기담	정 식,정범식	영화사 도로시(주)		㈜스튜디오이쩜영	2007-08-01	다양성(예술)영화	장편	한국	195	4124465500	678546	1336393000	208627
633	리턴	이규만	(주)아름다운영화사,로터스필름(주)		씨제이엔터테인먼트(주)	2007-08-08	일반영화	장편	한국	235	4271881500	677939	1581376000	235872
634	Mr.히치: 당신을 위한 데이트 코치	앤디 테넌트	오버브룩 엔터테인먼트	소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아	2005-03-11	일반영화	장편	미국	142	3966502500	675444	2097442000	331665
635	몬스터 vs 에이리언	롭 레터맨	드림웍스 애니메이션	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2009-04-23	일반영화	장편	미국	324	4622178693	672285	1500897000	196845
636	고양이: 죽음을 보는 두 개의 눈	변승욱	파인하우스필름㈜		(주)넥스트엔터테인먼트월드(NEW)	2011-07-07	일반영화	장편	한국	304	4767098000	670295	1119188000	149463
637	연애, 그 참을 수 없는 가벼움	김해곤	(주)굿플레이어		씨제이엔터테인먼트(주)	2006-09-07	일반영화	장편	한국	203	3611915500	668104	1447762000	228954
638	카	존 라세터		브에나비스타인터내셔널코리아	브에나비스타인터내셔널코리아	2006-07-20	일반영화	장편	미국	211	3283728000	665303	1228105000	229096
639	하늘에서 음식이 내린다면	필 로드	소니 픽쳐스 애니메이션	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2010-02-11	일반영화	장편	미국	281	5500218152	665096	1686106500	187169
640	리핑 10개의 재앙	스티븐 홉킨스	워너 브러더스 픽쳐스,다크 캐슬 엔터테인먼트	워너브러더스 코리아(주)	워너브러더스 코리아(주)	2007-04-19	일반영화	장편	미국	150	4225944500	664000	1642936000	255253
641	인어 공주	박흥식	나우필름(주)		씨제이엔터테인먼트(주)	2004-06-30	다양성(예술)영화	장편	한국	105	2828877500	661679	1340307000	258368
642	명탐정 코난 : 칠흑의 추적자	야마모토 타이치로		(주)온미디어	에이원엔터테인먼트	2009-07-29	일반영화	장편	일본	200	4248881868	661550	918625000	137471
643	신데렐라	봉만대	(주)미니필름		쇼박스㈜미디어플렉스	2006-08-17	일반영화	장편	한국	181	3334168500	659122	956335500	153480
644	삼총사 3D	폴 W.S. 앤더슨		롯데쇼핑㈜롯데엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트	2011-10-12	일반영화	장편	독일	510	5710755500	657564	2047683000	217628
645	실종	김성홍	활동사진,모션픽쳐		(주)시너지하우스 (시너지)	2009-03-19	일반영화	장편	한국	257	4415413589	654587	1084313000	150809
646	엔더스 게임	개빈 후드		데이지엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트	2013-12-31	일반영화	장편	미국	460	4926715000	654480	1564711500	199025
647	아이 엠 넘버 포	D.J. 카루소		한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2011-02-24	일반영화	장편	미국	284	4955215500	654386	1576235000	197802
648	여고괴담 5	이종용	(주)씨네이천		롯데쇼핑㈜롯데엔터테인먼트	2009-06-18	일반영화	장편	한국	318	4205826795	652097	1087081000	157643
649	울학교 이티	박광춘	㈜커리지필름		에스케이텔레콤(주)	2008-09-11	일반영화	장편	한국	298	4156170833	651439	1076953333	160113
650	오션스	자끄 페렝	가라티필름	(주)유니코리아문예투자	롯데쇼핑㈜롯데엔터테인먼트	2010-07-28	다양성(예술)영화	장편	프랑스	217	4473889375	650994	1145436000	158175
651	스텔스	롭 코헨	콜럼비아 픽쳐스 코포레이션	소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아	2005-07-28	일반영화	장편	미국	175	3364375000	650160	1102089000	174680
652	프레스티지	크리스토퍼 놀란		워너브러더스 코리아(주)	워너브러더스 코리아(주)	2006-11-02	일반영화	장편	미국	119	2861257500	646184	1592898000	338844
653	눈먼자들의 도시	페르난도 메이렐레스		컬쳐메이커스엔터테인먼트	싸이더스 픽쳐스	2008-11-20	일반영화	장편	캐나다	238	4356692000	645218	1700769000	241012
654	리오	카를로스 살다나		이십세기폭스코리아(주)	이십세기폭스코리아(주)	2011-07-27	일반영화	장편	미국	333	5022007500	645191	1246908000	148653
655	아파트	안병기	(주)토일렛픽쳐스		쇼박스㈜미디어플렉스	2006-07-06	일반영화	장편	한국	204	3460497800	644893	1241110500	188211
656	명탐정 코난 : 침묵의 15분	시즈노 코분			(주)미디어데이	2011-08-03	일반영화	장편	일본	275	4209588000	644216	853386500	124473
657	페임	케빈 탄차로엔	레이크쇼어 엔터테인먼트	(주)누리픽쳐스	롯데쇼핑㈜롯데엔터테인먼트	2009-09-24	일반영화	장편	미국	328	4727133460	644163	2008257500	261798
658	머니볼	베넷 밀러		한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2011-11-17	일반영화	장편	미국	385	4677562000	641099	2129201500	277225
659	사랑할 때 버려야 할 아까운 것들	낸시 마이어스		워너브러더스 코리아(주)	워너브러더스 코리아(주)	2004-02-13	일반영화	장편	미국	20	908155000	640830	559025000	411765
660	백만장자의 첫사랑	김태균	(주)에스씨에스엔터테인먼트		롯데쇼핑㈜롯데엔터테인먼트	2006-02-09	일반영화	장편	한국	208	3375971500	639596	930293000	150105
661	호튼	지미 헤이워드		이십세기폭스코리아(주)	이십세기폭스코리아(주)	2008-04-30	일반영화	장편	미국	336	3802813334	638598	1098249334	176858
662	스노우 화이트 앤 더 헌츠맨	루퍼트 샌더스		유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)	2012-05-30	일반영화	장편	미국	447	4646250000	636631	1477032000	191591
663	마고리엄의 장난감 백화점	자크 헬름		㈜스튜디오이쩜영	㈜스튜디오이쩜영	2007-12-24	일반영화	장편	미국	235	3847002000	635341	3847002000	171620
664	플랜맨	성시흡	주식회사 영화사일취월장		롯데쇼핑㈜롯데엔터테인먼트	2014-01-09	일반영화	장편	한국	458	4528590558	632303	1107270058	147025
665	판타스틱 4: 실버 서퍼의 위협	팀 스토리	이십세기폭스필름코퍼레이션,마블 엔터프라이즈	이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션	2007-08-08	일반영화	장편	미국	307	3682710500	631990	1065486000	161682
666	핸드폰	김한민	(주)씨네토리,㈜한컴		에스케이텔레콤(주)	2009-02-19	일반영화	장편	한국	356	4271780582	630049	1207936000	169335
667	스승의 은혜	임대웅	㈜화인웍스,(주)오죤필름		쇼이스트(주)	2006-08-03	일반영화	장편	한국	156	3474239000	629452	1139901000	169582
668	다찌마와리	류승완	(주)외유내강,쇼박스㈜미디어플렉스		쇼박스㈜미디어플렉스	2008-08-14	일반영화	장편	한국	299	4131701167	628508	1599187667	233232
669	명탐정 코난: 천공의 난파선	야마모토 야스이치로	도쿄 무비 신사	(주)온미디어	에이원엔터테인먼트	2010-07-21	일반영화	장편	일본	234	4065925171	628423	805351500	118938
670	앨빈과 슈퍼밴드2	베티 토머스		이십세기폭스코리아(주)	이십세기폭스코리아(주)	2009-12-30	일반영화	장편	미국	237	4171956017	625900	1132116000	161535
671	더 임파서블	후안 안토니오 바요나		롯데쇼핑㈜롯데엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트	2013-01-17	일반영화	장편	스페인	408	4444581500	622572	1193576000	161126
672	해부학 교실	손태웅	영화사청어람(주),(주)에그필름		영화사청어람(주)	2007-07-11	일반영화	장편	한국	232	3627352500	622400	905173500	142942
673	아더 크리스마스	배리 쿡		한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2011-11-25	일반영화	장편	미국	356	4779642000	622286	1276658000	153783
